Measure	Beat	Offset	4_3	4_2	4_1	3_2	3_1	2_1	Composer	Title	figures	figures_combined
39	1.0	308.0	3	8	8	3	6	8	Pierre Sandrin	Doulce memoire	388	['388', '287', '386', '385', '853', '852', '835', '735', '584', '583', '158', '000']
39	1.5	309.0	2	8	7	2	6	7	Pierre Sandrin	Doulce memoire	287	['287', '386', '385', '853', '852', '835', '735', '584', '583', '158', '000', '358']
39	2.0	310.0	3	8	6	3	4	6	Pierre Sandrin	Doulce memoire	386	['386', '385', '853', '852', '835', '735', '584', '583', '158', '000', '358', '835']
39	2.5	311.0	3	8	5	3	3	5	Pierre Sandrin	Doulce memoire	385	['385', '853', '852', '835', '735', '584', '583', '158', '000', '358', '835', '358']
39	3.0	312.0	8	5	3	4	3	6	Pierre Sandrin	Doulce memoire	853	['853', '852', '835', '735', '584', '583', '158', '000', '358', '835', '358', '835']
39	3.5	313.0	8	5	2	4	2	5	Pierre Sandrin	Doulce memoire	852	['852', '835', '735', '584', '583', '158', '000', '358', '835', '358', '835', '735']
39	4.0	314.0	8	3	5	3	5	3	Pierre Sandrin	Doulce memoire	835	['835', '735', '584', '583', '158', '000', '358', '835', '358', '835', '735', '635']
39	4.5	315.0	7	3	5	4	6	3	Pierre Sandrin	Doulce memoire	735	['735', '584', '583', '158', '000', '358', '835', '358', '835', '735', '635', '358']
1	1.0	0.0	0	0	0	0	0	0	Roland de Lassus	Missa Doulce memoire: Kyrie	000	['000', '583', '358', '583', '358', '583', '050', '058', '853', '854', '603', '638']
1	3.0	4.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '358', '583', '358', '583', '050', '058', '853', '854', '603', '638', '527']
2	1.0	8.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '583', '358', '583', '050', '058', '853', '854', '603', '638', '527', '335']
2	2.0	10.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '358', '583', '050', '058', '853', '854', '603', '638', '527', '335', '453']
2	3.0	12.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '583', '050', '058', '853', '854', '603', '638', '527', '335', '453', '363']
3	1.0	16.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '050', '058', '853', '854', '603', '638', '527', '335', '453', '363', '584']
3	3.0	20.0	0	0	0	5	0	0	Roland de Lassus	Missa Doulce memoire: Kyrie	050	['050', '058', '853', '854', '603', '638', '527', '335', '453', '363', '584', '583']
3	4.0	22.0	0	0	0	5	8	4	Roland de Lassus	Missa Doulce memoire: Kyrie	058	['058', '853', '854', '603', '638', '527', '335', '453', '363', '584', '583', '838']
4	1.0	24.0	8	5	3	4	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	853	['853', '854', '603', '638', '527', '335', '453', '363', '584', '583', '838', '135']
4	2.5	27.0	8	5	4	4	4	7	Roland de Lassus	Missa Doulce memoire: Kyrie	854	['854', '603', '638', '527', '335', '453', '363', '584', '583', '838', '135', '245']
4	3.0	28.0	6	0	3	0	5	0	Roland de Lassus	Missa Doulce memoire: Kyrie	603	['603', '638', '527', '335', '453', '363', '584', '583', '838', '135', '245', '358']
4	4.0	30.0	6	3	8	4	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	638	['638', '527', '335', '453', '363', '584', '583', '838', '135', '245', '358', '462']
4	4.5	31.0	5	2	7	4	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	527	['527', '335', '453', '363', '584', '583', '838', '135', '245', '358', '462', '583']
5	1.0	32.0	3	3	5	1	3	3	Roland de Lassus	Missa Doulce memoire: Kyrie	335	['335', '453', '363', '584', '583', '838', '135', '245', '358', '462', '583', '624']
5	2.0	34.0	4	5	3	2	7	6	Roland de Lassus	Missa Doulce memoire: Kyrie	453	['453', '363', '584', '583', '838', '135', '245', '358', '462', '583', '624', '835']
5	2.5	35.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Kyrie	363	['363', '584', '583', '838', '135', '245', '358', '462', '583', '624', '835', '583']
5	3.0	36.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Kyrie	584	['584', '583', '838', '135', '245', '358', '462', '583', '624', '835', '583', '835']
5	4.0	38.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '838', '135', '245', '358', '462', '583', '624', '835', '583', '835', '735']
6	1.0	40.0	8	3	8	3	8	6	Roland de Lassus	Missa Doulce memoire: Kyrie	838	['838', '135', '245', '358', '462', '583', '624', '835', '583', '835', '735', '583']
6	2.0	42.0	1	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	135	['135', '245', '358', '462', '583', '624', '835', '583', '835', '735', '583', '035']
6	2.5	43.0	2	4	5	3	4	2	Roland de Lassus	Missa Doulce memoire: Kyrie	245	['245', '358', '462', '583', '624', '835', '583', '835', '735', '583', '035', '835']
6	3.0	44.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '462', '583', '624', '835', '583', '835', '735', '583', '035', '835', '583']
6	3.5	45.0	4	6	2	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	462	['462', '583', '624', '835', '583', '835', '735', '583', '035', '835', '583', '835']
6	4.0	46.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '624', '835', '583', '835', '735', '583', '035', '835', '583', '835', '724']
6	4.5	47.0	6	2	4	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	624	['624', '835', '583', '835', '735', '583', '035', '835', '583', '835', '724', '583']
7	1.0	48.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '583', '835', '735', '583', '035', '835', '583', '835', '724', '583', '835']
7	2.0	50.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '835', '735', '583', '035', '835', '583', '835', '724', '583', '835', '458']
7	3.0	52.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '735', '583', '035', '835', '583', '835', '724', '583', '835', '458', '358']
7	3.5	53.0	7	3	5	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	735	['735', '583', '035', '835', '583', '835', '724', '583', '835', '458', '358', '058']
7	4.0	54.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '035', '835', '583', '835', '724', '583', '835', '458', '358', '058', '835']
8	1.0	56.0	0	0	0	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	035	['035', '835', '583', '835', '724', '583', '835', '458', '358', '058', '835', '583']
8	2.0	58.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '583', '835', '724', '583', '835', '458', '358', '058', '835', '583', '582']
8	3.0	60.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '835', '724', '583', '835', '458', '358', '058', '835', '583', '582', '358']
8	4.0	62.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '724', '583', '835', '458', '358', '058', '835', '583', '582', '358', '247']
8	4.5	63.0	7	2	4	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	724	['724', '583', '835', '458', '358', '058', '835', '583', '582', '358', '247', '035']
9	1.0	64.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '835', '458', '358', '058', '835', '583', '582', '358', '247', '035', '346']
9	2.0	66.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '458', '358', '058', '835', '583', '582', '358', '247', '035', '346', '336']
9	3.0	68.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Kyrie	458	['458', '358', '058', '835', '583', '582', '358', '247', '035', '346', '336', '458']
9	4.0	70.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '058', '835', '583', '582', '358', '247', '035', '346', '336', '458', '358']
10	1.0	72.0	0	0	0	5	8	4	Roland de Lassus	Missa Doulce memoire: Kyrie	058	['058', '835', '583', '582', '358', '247', '035', '346', '336', '458', '358', '835']
10	2.0	74.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '583', '582', '358', '247', '035', '346', '336', '458', '358', '835', '583']
10	3.0	76.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '582', '358', '247', '035', '346', '336', '458', '358', '835', '583', '358']
10	3.5	77.0	5	8	2	4	5	2	Roland de Lassus	Missa Doulce memoire: Kyrie	582	['582', '358', '247', '035', '346', '336', '458', '358', '835', '583', '358', '362']
10	4.0	78.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '247', '035', '346', '336', '458', '358', '835', '583', '358', '362', '383']
10	4.5	79.0	2	4	7	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	247	['247', '035', '346', '336', '458', '358', '835', '583', '358', '362', '383', '324']
11	1.0	80.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Kyrie	035	['035', '346', '336', '458', '358', '835', '583', '358', '362', '383', '324', '533']
11	2.0	82.0	3	4	6	2	4	3	Roland de Lassus	Missa Doulce memoire: Kyrie	346	['346', '336', '458', '358', '835', '583', '358', '362', '383', '324', '533', '523']
11	2.5	83.0	3	3	6	1	4	4	Roland de Lassus	Missa Doulce memoire: Kyrie	336	['336', '458', '358', '835', '583', '358', '362', '383', '324', '533', '523', '368']
11	3.0	84.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Kyrie	458	['458', '358', '835', '583', '358', '362', '383', '324', '533', '523', '368', '373']
11	4.0	86.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '835', '583', '358', '362', '383', '324', '533', '523', '368', '373', '363']
12	1.0	88.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '583', '358', '362', '383', '324', '533', '523', '368', '373', '363', '583']
12	3.0	92.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '358', '362', '383', '324', '533', '523', '368', '373', '363', '583', '624']
13	3.0	100.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '362', '383', '324', '533', '523', '368', '373', '363', '583', '624', '035']
13	3.5	101.0	3	6	2	4	7	4	Roland de Lassus	Missa Doulce memoire: Kyrie	362	['362', '383', '324', '533', '523', '368', '373', '363', '583', '624', '035', '853']
13	4.0	102.0	3	8	3	6	8	3	Roland de Lassus	Missa Doulce memoire: Kyrie	383	['383', '324', '533', '523', '368', '373', '363', '583', '624', '035', '853', '038']
13	4.5	103.0	3	2	4	7	2	3	Roland de Lassus	Missa Doulce memoire: Kyrie	324	['324', '533', '523', '368', '373', '363', '583', '624', '035', '853', '038', '053']
14	1.0	104.0	5	3	3	6	6	1	Roland de Lassus	Missa Doulce memoire: Kyrie	533	['533', '523', '368', '373', '363', '583', '624', '035', '853', '038', '053', '032']
14	1.5	105.0	5	2	3	5	6	2	Roland de Lassus	Missa Doulce memoire: Kyrie	523	['523', '368', '373', '363', '583', '624', '035', '853', '038', '053', '032', '038']
14	2.0	106.0	3	6	8	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	368	['368', '373', '363', '583', '624', '035', '853', '038', '053', '032', '038', '054']
14	3.0	108.0	3	7	3	5	8	4	Roland de Lassus	Missa Doulce memoire: Kyrie	373	['373', '363', '583', '624', '035', '853', '038', '053', '032', '038', '054', '053']
14	4.0	110.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Kyrie	363	['363', '583', '624', '035', '853', '038', '053', '032', '038', '054', '053', '584']
15	1.0	112.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '624', '035', '853', '038', '053', '032', '038', '054', '053', '584', '583']
15	2.5	115.0	6	2	4	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	624	['624', '035', '853', '038', '053', '032', '038', '054', '053', '584', '583', '358']
15	3.0	116.0	0	3	5	0	0	3	Roland de Lassus	Missa Doulce memoire: Kyrie	035	['035', '853', '038', '053', '032', '038', '054', '053', '584', '583', '358', '583']
15	4.0	118.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	853	['853', '038', '053', '032', '038', '054', '053', '584', '583', '358', '583', '358']
16	1.0	120.0	0	0	0	3	8	6	Roland de Lassus	Missa Doulce memoire: Kyrie	038	['038', '053', '032', '038', '054', '053', '584', '583', '358', '583', '358', '584']
16	2.0	122.0	0	0	0	5	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	053	['053', '032', '038', '054', '053', '584', '583', '358', '583', '358', '584', '583']
16	3.0	124.0	0	0	0	3	2	7	Roland de Lassus	Missa Doulce memoire: Kyrie	032	['032', '038', '054', '053', '584', '583', '358', '583', '358', '584', '583', '482']
16	3.5	125.0	0	0	0	3	8	6	Roland de Lassus	Missa Doulce memoire: Kyrie	038	['038', '054', '053', '584', '583', '358', '583', '358', '584', '583', '482', '583']
17	1.0	128.0	0	0	0	5	4	7	Roland de Lassus	Missa Doulce memoire: Kyrie	054	['054', '053', '584', '583', '358', '583', '358', '584', '583', '482', '583', '158']
17	1.5	129.0	0	0	0	5	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	053	['053', '584', '583', '358', '583', '358', '584', '583', '482', '583', '158', '580']
17	3.0	132.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Kyrie	584	['584', '583', '358', '583', '358', '584', '583', '482', '583', '158', '580', '535']
17	3.5	133.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '358', '583', '358', '584', '583', '482', '583', '158', '580', '535', '835']
18	1.0	136.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '583', '358', '584', '583', '482', '583', '158', '580', '535', '835', '458']
18	2.0	138.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '358', '584', '583', '482', '583', '158', '580', '535', '835', '458', '358']
18	3.0	140.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '584', '583', '482', '583', '158', '580', '535', '835', '458', '358', '258']
19	1.0	144.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Kyrie	584	['584', '583', '482', '583', '158', '580', '535', '835', '458', '358', '258', '583']
19	2.0	146.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '482', '583', '158', '580', '535', '835', '458', '358', '258', '583', '683']
19	2.5	147.0	4	8	2	5	6	2	Roland de Lassus	Missa Doulce memoire: Kyrie	482	['482', '583', '158', '580', '535', '835', '458', '358', '258', '583', '683', '578']
19	3.0	148.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '158', '580', '535', '835', '458', '358', '258', '583', '683', '578', '478']
20	1.0	152.0	1	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Kyrie	158	['158', '580', '535', '835', '458', '358', '258', '583', '683', '578', '478', '468']
21	1.0	168.0	5	8	0	4	0	0	Roland de Lassus	Missa Doulce memoire: Kyrie	580	['580', '535', '835', '458', '358', '258', '583', '683', '578', '478', '468', '458']
21	3.0	172.0	5	3	5	6	8	3	Roland de Lassus	Missa Doulce memoire: Kyrie	535	['535', '835', '458', '358', '258', '583', '683', '578', '478', '468', '458', '358']
21	4.0	174.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '458', '358', '258', '583', '683', '578', '478', '468', '458', '358', '835']
22	1.0	176.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Kyrie	458	['458', '358', '258', '583', '683', '578', '478', '468', '458', '358', '835', '503']
22	2.0	178.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '258', '583', '683', '578', '478', '468', '458', '358', '835', '503', '583']
22	2.5	179.0	2	5	8	4	7	4	Roland de Lassus	Missa Doulce memoire: Kyrie	258	['258', '583', '683', '578', '478', '468', '458', '358', '835', '503', '583', '835']
22	3.0	180.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '683', '578', '478', '468', '458', '358', '835', '503', '583', '835', '724']
22	4.0	182.0	6	8	3	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	683	['683', '578', '478', '468', '458', '358', '835', '503', '583', '835', '724', '683']
23	1.0	184.0	5	7	8	3	4	2	Roland de Lassus	Missa Doulce memoire: Kyrie	578	['578', '478', '468', '458', '358', '835', '503', '583', '835', '724', '683', '572']
23	1.5	185.0	4	7	8	4	5	2	Roland de Lassus	Missa Doulce memoire: Kyrie	478	['478', '468', '458', '358', '835', '503', '583', '835', '724', '683', '572', '358']
23	2.0	186.0	4	6	8	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	468	['468', '458', '358', '835', '503', '583', '835', '724', '683', '572', '358', '583']
23	3.0	188.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Kyrie	458	['458', '358', '835', '503', '583', '835', '724', '683', '572', '358', '583', '636']
23	4.0	190.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '835', '503', '583', '835', '724', '683', '572', '358', '583', '636', '853']
24	1.0	192.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '503', '583', '835', '724', '683', '572', '358', '583', '636', '853', '385']
25	1.0	200.0	5	0	3	0	6	0	Roland de Lassus	Missa Doulce memoire: Kyrie	503	['503', '583', '835', '724', '683', '572', '358', '583', '636', '853', '385', '684']
25	3.0	204.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '835', '724', '683', '572', '358', '583', '636', '853', '385', '684', '584']
26	3.0	212.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '724', '683', '572', '358', '583', '636', '853', '385', '684', '584', '583']
26	3.5	213.0	7	2	4	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	724	['724', '683', '572', '358', '583', '636', '853', '385', '684', '584', '583', '858']
26	4.0	214.0	6	8	3	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	683	['683', '572', '358', '583', '636', '853', '385', '684', '584', '583', '858', '135']
26	4.5	215.0	5	7	2	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	572	['572', '358', '583', '636', '853', '385', '684', '584', '583', '858', '135', '235']
27	1.0	216.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '583', '636', '853', '385', '684', '584', '583', '858', '135', '235', '583']
27	2.0	218.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '636', '853', '385', '684', '584', '583', '858', '135', '235', '583', '383']
27	3.0	220.0	6	3	6	5	8	4	Roland de Lassus	Missa Doulce memoire: Kyrie	636	['636', '853', '385', '684', '584', '583', '858', '135', '235', '583', '383', '835']
27	4.0	222.0	8	5	3	5	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	853	['853', '385', '684', '584', '583', '858', '135', '235', '583', '383', '835', '458']
28	1.0	224.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Kyrie	385	['385', '684', '584', '583', '858', '135', '235', '583', '383', '835', '458', '358']
28	2.0	226.0	6	8	4	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	684	['684', '584', '583', '858', '135', '235', '583', '383', '835', '458', '358', '835']
28	3.0	228.0	5	8	4	4	7	4	Roland de Lassus	Missa Doulce memoire: Kyrie	584	['584', '583', '858', '135', '235', '583', '383', '835', '458', '358', '835', '386']
28	4.0	230.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '858', '135', '235', '583', '383', '835', '458', '358', '835', '386', '375']
29	1.0	232.0	8	5	8	5	8	4	Roland de Lassus	Missa Doulce memoire: Kyrie	858	['858', '135', '235', '583', '383', '835', '458', '358', '835', '386', '375', '365']
29	2.0	234.0	1	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	135	['135', '235', '583', '383', '835', '458', '358', '835', '386', '375', '365', '355']
29	2.5	235.0	2	3	5	2	4	3	Roland de Lassus	Missa Doulce memoire: Kyrie	235	['235', '583', '383', '835', '458', '358', '835', '386', '375', '365', '355', '364']
29	3.0	236.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '383', '835', '458', '358', '835', '386', '375', '365', '355', '364', '363']
29	3.5	237.0	3	8	3	6	8	3	Roland de Lassus	Missa Doulce memoire: Kyrie	383	['383', '835', '458', '358', '835', '386', '375', '365', '355', '364', '363', '583']
29	4.0	238.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '458', '358', '835', '386', '375', '365', '355', '364', '363', '583', '385']
30	1.0	240.0	4	5	8	2	5	4	Roland de Lassus	Missa Doulce memoire: Kyrie	458	['458', '358', '835', '386', '375', '365', '355', '364', '363', '583', '385', '053']
30	2.0	242.0	3	5	8	3	6	4	Roland de Lassus	Missa Doulce memoire: Kyrie	358	['358', '835', '386', '375', '365', '355', '364', '363', '583', '385', '053', '385']
30	3.0	244.0	8	3	5	3	5	3	Roland de Lassus	Missa Doulce memoire: Kyrie	835	['835', '386', '375', '365', '355', '364', '363', '583', '385', '053', '385', '837']
30	4.0	246.0	3	8	6	6	4	6	Roland de Lassus	Missa Doulce memoire: Kyrie	386	['386', '375', '365', '355', '364', '363', '583', '385', '053', '385', '837', '836']
31	1.0	248.0	3	7	5	5	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	375	['375', '365', '355', '364', '363', '583', '385', '053', '385', '837', '836', '358']
31	1.5	249.0	3	6	5	4	3	7	Roland de Lassus	Missa Doulce memoire: Kyrie	365	['365', '355', '364', '363', '583', '385', '053', '385', '837', '836', '358', '584']
31	1.75	249.5	3	5	5	3	3	8	Roland de Lassus	Missa Doulce memoire: Kyrie	355	['355', '364', '363', '583', '385', '053', '385', '837', '836', '358', '584', '583']
31	2.0	250.0	3	6	4	4	2	6	Roland de Lassus	Missa Doulce memoire: Kyrie	364	['364', '363', '583', '385', '053', '385', '837', '836', '358', '584', '583', '573']
31	2.5	251.0	3	6	3	4	8	5	Roland de Lassus	Missa Doulce memoire: Kyrie	363	['363', '583', '385', '053', '385', '837', '836', '358', '584', '583', '573', '838']
31	3.0	252.0	5	8	3	4	6	3	Roland de Lassus	Missa Doulce memoire: Kyrie	583	['583', '385', '053', '385', '837', '836', '358', '584', '583', '573', '838', '828']
31	4.0	254.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Kyrie	385	['385', '053', '385', '837', '836', '358', '584', '583', '573', '838', '828', '838']
32	1.0	256.0	0	0	0	5	3	6	Roland de Lassus	Missa Doulce memoire: Kyrie	053	['053', '385', '837', '836', '358', '584', '583', '573', '838', '828', '838', '583']
32	2.0	258.0	3	8	5	6	3	5	Roland de Lassus	Missa Doulce memoire: Kyrie	385	['385', '837', '836', '358', '584', '583', '573', '838', '828', '838', '583', '358']
32	3.0	260.0	8	3	7	3	7	5	Roland de Lassus	Missa Doulce memoire: Kyrie	837	['837', '836', '358', '584', '583', '573', '838', '828', '838', '583', '358', '583']
