Measure,Beat,[Cantus],[Altus],[Quintus],[Tenor],[Bassus],Composer,Title,Ténor
53,3.0,,"('2', '2', '-2')",,"('1', '-2', '-2')","('1', '-4', '-4')",Claudio Merulo,Missa Susanne un jour: Kyrie,
53,4.0,"('1', '-4', '1')",,"('3', '1', '-2')","('-2', '-2', '-2')","('-4', '-4', '1')",Claudio Merulo,Missa Susanne un jour: Kyrie,
53,4.5,,"('2', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Kyrie,
54,1.0,"('-4', '1', '3')","('-2', '1', '-2')","('1', '-2', '1')","('-2', '-2', '-2')","('-4', '1', '3')",Claudio Merulo,Missa Susanne un jour: Kyrie,
54,2.0,"('1', '3', '-4')",,"('-2', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Kyrie,
54,3.0,"('3', '-4', '2')","('1', '-2', '1')",,,"('1', '3', '1')",Claudio Merulo,Missa Susanne un jour: Kyrie,
54,4.0,"('-4', '2', '2')",,,,"('3', '1', '-4')",Claudio Merulo,Missa Susanne un jour: Kyrie,
55,1.0,,,,"('-2', '-2', '4')","('1', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Kyrie,
55,2.0,"('2', '2', '-2')","('-2', '1', '3')",,,"('-4', '5', '-3')",Claudio Merulo,Missa Susanne un jour: Kyrie,
55,3.0,,"('1', '3', '1')",,,"('5', '-3', '3')",Claudio Merulo,Missa Susanne un jour: Kyrie,
55,3.5,"('2', '-2', '4')",,,,,Claudio Merulo,Missa Susanne un jour: Kyrie,
55,4.0,"('-2', '4', '-3')","('3', '1', '2')",,,,Claudio Merulo,Missa Susanne un jour: Kyrie,
56,1.0,"('4', '-3', '2')","('1', '2', '-2')",,"('-2', '4', '-2')","('-3', '3', '2')",Claudio Merulo,Missa Susanne un jour: Kyrie,
56,2.0,"('-3', '2', '-2')","('2', '-2', '-2')","('-2', '-2', '-3')",,"('3', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Kyrie,
56,3.0,,,"('-2', '-3', '5')",,"('2', '-5', '2')",Claudio Merulo,Missa Susanne un jour: Kyrie,
56,4.0,"('2', '-2', '-3')","('-2', '-2', '-2')","('-3', '5', '1')","('4', '-2', '-2')","('-5', '2', '4')",Claudio Merulo,Missa Susanne un jour: Kyrie,
57,1.0,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Kyrie,
57,1.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Kyrie,
1,1.0,,,,"('3', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
1,3.0,,,,"('1', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
1,4.0,,,,"('2', '2', '-5')",,Claudio Merulo,Missa Susanne un jour: Gloria,
2,1.0,"('3', '1', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
2,2.0,,,,"('2', '-5', '5')",,Claudio Merulo,Missa Susanne un jour: Gloria,
2,3.0,"('1', '2', '2')",,,"('-5', '5', '-4')",,Claudio Merulo,Missa Susanne un jour: Gloria,
2,4.0,"('2', '2', '2')","('3', '1', '2')",,"('5', '-4', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
3,1.0,,"('1', '2', '2')",,"('-4', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
3,2.0,"('2', '2', '2')","('2', '2', '2')",,"('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
3,3.0,"('2', '2', '-3')",,,"('-2', '-2', '5')",,Claudio Merulo,Missa Susanne un jour: Gloria,
3,4.0,,"('2', '2', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
3,4.5,"('2', '-3', '1')",,,"('-2', '5', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
3,4.75,,,,"('5', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
4,1.0,"('-3', '1', '2')","('2', '-3', '1')",,"('-3', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
4,2.0,"('1', '2', '2')","('-3', '1', '-2')",,"('2', '-3', '8')",,Claudio Merulo,Missa Susanne un jour: Gloria,
4,3.0,"('2', '2', '-3')","('1', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
4,4.0,"('2', '-3', '-2')",,,"('-3', '8', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
4,4.5,,"('-2', '1', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
5,1.0,"('-3', '-2', '1')","('1', '2', '2')",,"('8', '1', '-2')","('3', '1', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
5,2.0,"('-2', '1', '-2')","('2', '2', '-2')",,"('1', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
5,3.0,"('1', '-2', '-2')",,,"('-2', '-2', '-2')","('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
5,3.5,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
5,4.0,"('-2', '-2', '1')","('-2', '-2', '-2')",,,"('2', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
5,4.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
6,1.0,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
6,1.5,,,,"('-2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
6,2.0,"('-2', '1', '1')","('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
6,3.0,"('1', '1', '2')","('-2', '2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
6,4.0,,"('2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
7,1.0,"('1', '2', '-2')","('-2', '2', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
7,2.0,"('2', '-2', '2')",,"('-3', '-3', '5')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
7,2.5,,"('2', '-3', '4')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
7,3.0,"('-2', '2', '2')","('-3', '4', '-2')","('-3', '5', '1')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
7,3.5,,"('4', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
7,4.0,,,"('5', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
8,1.0,,,"('1', '1', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
8,2.0,"('2', '2', '2')",,"('1', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
8,3.0,,,"('2', '-2', '-5')","('3', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
8,4.0,,,"('-2', '-5', '3')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
9,1.0,,,"('-5', '3', '1')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
9,2.0,,"('2', '1', '-2')",,,"('-3', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
9,3.0,,"('1', '-2', '4')","('3', '1', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
9,4.0,,"('-2', '4', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
10,1.0,,"('4', '-2', '3')","('1', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
10,2.0,"('1', '2', '2')","('-2', '3', '1')","('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
10,3.0,"('2', '2', '-3')","('3', '1', '1')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
10,4.0,"('2', '-3', '-2')","('1', '1', '-3')","('2', '2', '2')","('1', '1', '3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
11,1.0,"('-3', '-2', '1')",,"('2', '2', '2')",,"('3', '1', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
11,1.5,,,"('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
11,2.0,"('-2', '1', '-3')",,"('2', '2', '-2')","('1', '3', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
11,2.5,,,"('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
11,3.0,"('1', '-3', '2')",,"('-2', '-2', '-2')","('3', '2', '2')","('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
11,4.0,"('-3', '2', '-2')",,,"('2', '2', '2')","('2', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
11,4.5,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
12,1.0,"('2', '-2', '1')",,"('-2', '-2', '-2')","('2', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
12,1.5,,,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
12,2.0,"('-2', '1', '-3')",,"('-2', '2', '-4')",,"('2', '-5', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
12,3.0,,,,,"('-5', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
12,4.0,,"('1', '2', '-2')","('2', '-4', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
13,1.0,,,"('-4', '-2', '2')",,"('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
13,2.0,,"('2', '-2', '-2')","('-2', '2', '2')","('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
13,3.0,,"('-2', '-2', '-2')",,,"('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
13,4.0,,"('-2', '-2', '-3')",,"('2', '-2', '-5')","('-2', '-4', '8')",Claudio Merulo,Missa Susanne un jour: Gloria,
14,1.0,,"('-2', '-3', '6')",,"('-2', '-5', '2')","('-4', '8', '-3')",Claudio Merulo,Missa Susanne un jour: Gloria,
14,2.0,"('1', '1', '-3')","('-3', '6', '-3')",,"('-5', '2', '2')","('8', '-3', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
14,3.0,"('1', '-3', '2')","('6', '-3', '-2')",,,"('-3', '1', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
14,4.0,"('-3', '2', '2')","('-3', '-2', '1')","('1', '1', '2')",,"('1', '1', '-3')",Claudio Merulo,Missa Susanne un jour: Gloria,
15,1.0,"('2', '2', '-3')",,"('1', '2', '-2')",,"('1', '-3', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
15,1.5,"('2', '-3', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
15,2.0,"('-3', '2', '-2')",,"('2', '-2', '-2')",,"('-3', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
15,2.5,"('2', '-2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
15,3.0,"('-2', '1', '-2')",,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
15,3.5,"('1', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
15,4.0,"('-2', '2', '5')",,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
16,1.0,,,"('-2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
16,2.0,"('2', '5', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
16,3.0,"('5', '1', '1')",,"('2', '2', '1')","('-3', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
16,4.0,,,,,"('1', '8', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
16,4.5,,,"('2', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
17,1.0,"('1', '1', '-4')",,"('1', '1', '-2')","('1', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
17,2.0,,"('1', '-2', '-2')","('1', '-2', '1')","('2', '2', '2')","('8', '-4', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
17,3.0,,,"('-2', '1', '-2')",,"('-4', '1', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
17,3.5,,,,"('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
17,4.0,"('1', '-4', '3')","('-2', '-2', '2')",,"('2', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
17,4.5,,,,"('2', '-2', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
18,1.0,"('-4', '3', '-2')","('-2', '2', '2')","('1', '-2', '1')","('-2', '-3', '2')","('1', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
18,2.0,"('3', '-2', '-3')",,,,"('-4', '5', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
18,3.0,,"('2', '2', '-3')",,"('-3', '2', '1')","('5', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
18,4.0,"('-2', '-3', '2')",,"('-2', '1', '-2')","('2', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
18,4.5,,"('2', '-3', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
19,1.0,"('-3', '2', '2')","('-3', '-2', '3')","('1', '-2', '1')","('1', '2', '2')","('2', '2', '-8')",Claudio Merulo,Missa Susanne un jour: Gloria,
19,2.0,"('2', '2', '-2')","('-2', '3', '1')",,"('2', '2', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
19,2.5,,,,,"('2', '-8', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
19,3.0,,"('3', '1', '3')","('-2', '1', '1')",,"('-8', '5', '-3')",Claudio Merulo,Missa Susanne un jour: Gloria,
19,3.5,"('2', '-2', '4')",,,"('2', '1', '-4')",,Claudio Merulo,Missa Susanne un jour: Gloria,
19,4.0,"('-2', '4', '-4')",,,"('1', '-4', '1')","('5', '-3', '3')",Claudio Merulo,Missa Susanne un jour: Gloria,
20,1.0,"('4', '-4', '3')","('1', '3', '-2')","('1', '1', '-2')",,"('-3', '3', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
20,2.0,"('-4', '3', '-2')",,"('1', '-2', '1')","('-4', '1', '5')","('3', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
20,3.0,,,,"('1', '5', '-3')","('-4', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
20,4.0,"('3', '-2', '-2')","('3', '-2', '-3')","('-2', '1', '4')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
21,1.0,"('-2', '-2', '-3')","('-2', '-3', '2')","('1', '4', '1')","('5', '-3', '2')","('5', '-5', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
21,2.0,,,,"('-3', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
21,3.0,"('-2', '-3', '4')","('-3', '2', '-2')","('4', '1', '-2')",,"('-5', '4', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
21,4.0,"('-3', '4', '1')","('2', '-2', '-2')","('1', '-2', '-2')","('2', '-3', '1')","('4', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
22,1.0,"('4', '1', '-2')","('-2', '-2', '2')",,"('-3', '1', '1')","('2', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
22,1.5,,,"('-2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
22,2.0,"('1', '-2', '-2')","('-2', '2', '3')",,"('1', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
22,3.0,"('-2', '-2', '-3')",,,"('1', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
22,4.0,,"('2', '3', '-2')",,"('-2', '-2', '4')",,Claudio Merulo,Missa Susanne un jour: Gloria,
22,4.5,"('-2', '-3', '5')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
23,1.0,"('-3', '5', '-2')","('3', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
23,1.5,"('5', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
23,2.0,"('-2', '-2', '2')","('-2', '-2', '1')",,"('-2', '4', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
23,2.5,,,,"('4', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
23,3.0,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
23,3.5,"('-2', '2', '-2')","('-2', '1', '1')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
23,3.75,"('2', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
23,4.0,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
23,4.5,"('2', '2', '-3')",,,"('-2', '-2', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
23,4.75,"('2', '-3', '4')",,,"('-2', '-3', '4')",,Claudio Merulo,Missa Susanne un jour: Gloria,
24,1.0,"('-3', '4', '-2')",,,"('-3', '4', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
24,3.0,,,,,"('-3', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
24,4.0,,,"('3', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
25,1.0,,,"('2', '2', '2')",,"('-3', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
25,2.0,,,"('2', '2', '-2')","('3', '2', '2')","('5', '-5', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
25,3.0,,,"('2', '-2', '-2')","('2', '2', '2')","('-5', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
25,4.0,"('3', '2', '2')",,"('-2', '-2', '-2')","('2', '2', '-2')","('5', '-5', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
26,1.0,"('2', '2', '2')",,"('-2', '-2', '-3')","('2', '-2', '-3')","('-5', '5', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
26,2.0,"('2', '2', '-2')",,"('-2', '-3', '8')","('-2', '-3', '3')","('5', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
26,3.0,"('2', '-2', '2')",,"('-3', '8', '1')","('-3', '3', '-2')","('2', '2', '-3')",Claudio Merulo,Missa Susanne un jour: Gloria,
26,3.5,,,"('8', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
26,4.0,"('-2', '2', '-2')",,"('1', '1', '-5')","('3', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
26,4.5,,,,,"('2', '-3', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
27,1.0,"('2', '-2', '-2')",,,"('-2', '1', '-2')","('-3', '4', '-8')",Claudio Merulo,Missa Susanne un jour: Gloria,
27,1.5,,,,,"('4', '-8', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
27,2.0,"('-2', '-2', '-2')",,"('1', '-5', '4')","('1', '-2', '4')","('-8', '5', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
27,3.0,,,"('-5', '4', '-3')","('-2', '4', '-2')","('5', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
27,4.0,"('-2', '-2', '2')",,,,"('2', '2', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
28,1.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
28,2.0,,,"('4', '-3', '4')",,"('2', '1', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
28,3.0,,,"('-3', '4', '-2')",,"('1', '1', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
28,4.0,,"('3', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
29,1.0,,"('2', '2', '1')","('4', '-2', '-2')",,"('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
29,2.0,,"('2', '1', '2')","('-2', '-2', '2')",,"('2', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Gloria,
29,3.0,,"('1', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
29,3.5,,,"('-2', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
29,3.75,,,"('2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
29,4.0,,"('2', '1', '-3')","('-2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
29,4.5,,,"('2', '2', '-4')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
29,4.75,,,"('2', '-4', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
30,1.0,,"('1', '-3', '1')","('-4', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
30,2.0,,"('-3', '1', '-4')","('2', '-2', '-5')","('3', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
30,3.0,,"('1', '-4', '4')",,"('2', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
30,4.0,"('3', '1', '2')",,"('-2', '-5', '3')","('2', '-3', '4')",,Claudio Merulo,Missa Susanne un jour: Gloria,
31,1.0,"('1', '2', '2')","('-4', '4', '1')","('-5', '3', '2')","('-3', '4', '-2')","('-3', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
31,2.0,"('2', '2', '1')","('4', '1', '3')",,"('4', '-2', '4')",,Claudio Merulo,Missa Susanne un jour: Gloria,
31,3.0,,"('1', '3', '-2')","('3', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
31,4.0,"('2', '1', '-2')","('3', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
32,1.0,"('1', '-2', '-2')",,"('2', '2', '-5')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
32,2.0,"('-2', '-2', '-2')","('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
32,3.5,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
32,4.0,"('-2', '-2', '1')","('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
32,4.5,"('-2', '1', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
33,2.0,,"('2', '1', '1')",,"('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
33,3.0,,,,"('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
33,4.0,,,,"('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
34,1.0,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
34,2.0,,,"('6', '-2', '-3')","('-2', '-2', '-3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
34,3.0,,,"('-2', '-3', '-3')","('-2', '-3', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
34,4.0,"('1', '1', '2')",,"('-3', '-3', '3')","('-3', '1', '3')",,Claudio Merulo,Missa Susanne un jour: Gloria,
35,1.0,"('1', '2', '-2')",,"('-3', '3', '4')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
35,2.0,"('2', '-2', '-2')","('1', '1', '-3')",,,"('1', '1', '-3')",Claudio Merulo,Missa Susanne un jour: Gloria,
35,3.0,"('-2', '-2', '-2')","('1', '-3', '-2')","('3', '4', '-2')",,"('1', '-3', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
35,4.0,"('-2', '-2', '1')","('-3', '-2', '1')","('4', '-2', '-2')",,"('-3', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
36,1.0,"('-2', '1', '-2')","('-2', '1', '-2')","('-2', '-2', '-2')",,"('-4', '5', '1')",Claudio Merulo,Missa Susanne un jour: Gloria,
36,1.5,"('1', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Gloria,
36,2.0,"('-2', '2', '1')","('1', '-2', '-2')",,,"('5', '1', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
36,3.0,,"('-2', '-2', '4')",,,"('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
36,4.0,"('2', '1', '1')",,,,"('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Gloria,
36,4.5,,"('-2', '4', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
37,1.0,,"('4', '-2', '1')",,,"('2', '2', '-8')",Claudio Merulo,Missa Susanne un jour: Gloria,
37,2.0,,"('-2', '1', '2')",,"('1', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
37,2.5,,,,,"('2', '-8', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
37,3.0,,"('1', '2', '-2')",,"('1', '2', '-2')","('-8', '4', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
37,4.0,,,"('1', '-3', '2')","('2', '-2', '-2')","('4', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Gloria,
37,4.5,,"('2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Gloria,
38,1.0,,"('-2', '2', '-2')",,"('-2', '-2', '-2')","('-4', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
38,2.0,,"('2', '-2', '-2')","('-3', '2', '2')","('-2', '-2', '1')","('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
38,3.0,,"('-2', '-2', '-2')","('2', '2', '-4')","('-2', '1', '-2')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
38,3.5,,,"('2', '-4', '5')","('1', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
38,4.0,,"('-2', '-2', '6')","('-4', '5', '1')","('-2', '2', '-3')","('-2', '-2', '8')",Claudio Merulo,Missa Susanne un jour: Gloria,
38,4.5,,,"('5', '1', '4')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
39,1.0,,"('-2', '6', '-2')",,,"('-2', '8', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
39,2.0,,,,"('2', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Gloria,
39,3.0,,"('6', '-2', '-2')",,"('-3', '2', '2')","('8', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
39,4.0,"('1', '1', '2')",,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
40,1.0,"('1', '2', '-2')","('-2', '-2', '-2')",,"('2', '2', '1')",,Claudio Merulo,Missa Susanne un jour: Gloria,
40,1.5,,,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
40,2.0,"('2', '-2', '-3')",,,,"('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
40,2.5,,"('-2', '-2', '2')",,"('2', '1', '-3')","('-2', '-4', '8')",Claudio Merulo,Missa Susanne un jour: Gloria,
40,3.0,"('-2', '-3', '3')","('-2', '2', '2')",,,"('-4', '8', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
40,4.0,"('-3', '3', '-2')","('2', '2', '2')","('1', '1', '2')",,"('8', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
41,1.0,"('3', '-2', '-2')","('2', '2', '-2')","('1', '2', '-2')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
41,1.5,,"('2', '-2', '-2')",,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Gloria,
41,2.0,"('-2', '-2', '1')","('-2', '-2', '-2')","('2', '-2', '-2')",,"('-2', '-2', '-4')",Claudio Merulo,Missa Susanne un jour: Gloria,
41,2.5,,"('-2', '-2', '1')",,,"('-2', '-4', '5')",Claudio Merulo,Missa Susanne un jour: Gloria,
41,3.0,"('-2', '1', '-2')",,"('-2', '-2', '1')",,,Claudio Merulo,Missa Susanne un jour: Gloria,
